"('job_Name',)","('job_Wage',)","('job_AverWage',)","('company_Name',)","('company_Nature',)","('company_Scale',)","('company_Address',)","('company_Distance',)","('company_Duration',)","('company_Traffic',)","('job_PeopleNum',)","('job_Issue',)","('job_Article',)","('job_Link',)"
项目营销策划,6000-7999/月,6999.5,创新中国,民营公司,500-1000人,锦江区红星路三段1号IFS国际金融中心1号办公楼2301,1592,1111,公共交通,4人 | 大专 | 工作经验不限,2016-12-26,"
						1、负责公司现有的项目、产品的包装策划，商业计划书的撰写；
2、掌握各成员参与项目的具体工作进展状况，规范项目作业的流程模式，可以调动公司资源顺利推进各项目并提供专业性的建议，保证策略及创意作品的质量。
3、管理创意策划及设计团队，为团队提供创意策略和表现的方向控制，按时高质量完成公司项目的方案；
4、负责产品文字编辑，挖掘产品亮点与卖点，对产品进行直观、感性、富有吸引力的文字描述；负责对外宣传资料和方案的撰写。
5. 公司活动策划方案，策划核心会议邀请函主题内容，并撰写短信版、微信版、官网、PPT等各版本邀请函文案，公司对外的宣传方案，以及营销策划方案。
6、负责收",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=79802216
游戏策划,8000-9999/月,8999.5,成都世纪阳天科技有限公司,民营公司,150-500人,火车南站西路38号民航快递3楼,8609,2985,公共交通,3人 | 大专 | 1年工作经验,2016-12-26,"
						岗位职责：
1、根据主策划规划的设计方向及要求完成模块内的细节设计和备案整理等工作；
2、完成主策划分配的策划工作，保证模块设计的可行性、游戏性和稳定性；
3、负责游戏项目的内外部协调工作，保证项目顺利进行。
任职资格：
1、本科以上学历，文学或相关专业；
2、一年以上手机游戏策划经验，热爱各类手机游戏，精通若干主流手机游戏；
3、执行力强，了解游戏策划开发工作的各个细节；
4、头脑灵活、思维敏锐、良好的而逻辑分析能力；
5、思维严密，富有创意，态度积极，有良好的团队意识和协作精神；
6、了解游戏策划关于系统、数值、剧情、关卡、脚本等开发过程；
7、对设计和制作游戏有极大的热情",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=59686248
策划经理（新都东骏湖景湾）,6000-7999/月,6999.5,成都思源房地产经纪有限公司,上市公司,150-500人,成都市高新区天晖路360号晶科一号2001-2002,10844,2524,公共交通,1人 | 大专 | 工作经验不限,2016-12-26,"
						1、进行市场调研及项目可行性分析；
2、提出项目规划设计建议及营销推广方案；
3、后期营销方案的执行及调整；
4、组织策划工作组，制定工作计划，分配工作任务；
5、对策划助理专员级进行日常带教及工作的指导。

任职资格：
1、 25岁以上，本科以上学历，经济、金融、管理、房地产、市场营销等相关专业优先；
2、 具备良好的策划能力和管理素质，有前期策划经验者优前考虑；
3、 熟悉各种房地产产品的特性；能够进行产品定位、市场定位的分析研究工作，有大型全程报告的撰写能力；
4、 具有较专业的房地产策划能力及良好的沟通能力；
5、 三年以上房地产项目策划工作经验优先",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=78433344
策划总监,10000-14999/月,12499.5,成都思源房地产经纪有限公司,上市公司,150-500人,成都市高新区天晖路360号晶科一号2001-2002,10844,2524,公共交通,1人 | 本科 | 5-7年工作经验,2016-12-26,"
						岗位职责:
　　1、负责项目全面策划工作，对策划报告及策划方案负全责；
　　2、 根据公司总体销售目标，制定营销计划和推广方案，并监督和推动营销各环节的运作统筹，达成销售目标；
　　3、 进行房地产行业市场及政策的宏观研究，独立撰写研究分析报告，为公司决策及业务拓展提供支持；
　　4、负责与开发商的沟通、配合及协调工作；
　　5、 负责策划团队的日常管理和业务培训、考核。

职位要求：
　　1、大学本科及以上学历，广告、新闻、建筑、经济学等相关专业；
        2、有五年以上地产行业策划管理岗位任职经验；
　　3 、优秀的沟通、协调、决策及操控能力，卓越的市场开拓能力及谈",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=60855247
策划经理,6000-7999/月,6999.5,成都思源房地产经纪有限公司,上市公司,150-500人,成都市高新区天晖路360号晶科一号2001-2002,10844,2524,公共交通,2人 | 本科 | 3-4年工作经验,2016-12-26,"
岗位职责： 1、进行市场调研及项目可行性分析； 2、提出项目规划设计建议及营销推广方案； 3、后期营销方案的执行及调整； 4、组织策划工作组，制定工作计划，分配工作任务； 5、对策划助理专员级进行日常带教及工作的指导。 任职资格： 1、 26岁以上，本科以上学历，经济、金融、管理、房地产、市场营销等相关专业优先； 2、 具备良好的策划能力和管理素质，有前期策划经验的优先考虑； 3、 熟悉各种房地产产品的特性；能够进行产品定位、市场定位的分析研究工作； 4、 具有较专业的房地产策划能力及良好的沟通能力； 5、 三年以上房地产项目策划工作经验优先； 6、 文字功底好，逻辑思维能力和创意能力强；具",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=37878687
房地产项目策划经理（大邑）,6000-7999/月,6999.5,成都思源房地产经纪有限公司,上市公司,150-500人,成都市高新区天晖路360号晶科一号2001-2002,10844,2524,公共交通,1人 | 学历不限 | 工作经验不限,2016-12-26,"
						岗位职责:
　　1、负责项目全面策划工作，对策划报告及策划方案负全责；
　　2、 根据公司总体销售目标，制定营销计划和推广方案，并监督和推动营销各环节的运作统筹，达成销售目标；
　　3、 进行房地产行业市场及政策的宏观研究，独立撰写研究分析报告，为公司决策及业务拓展提供支持；
　　4、负责与开发商的沟通、配合及协调工作；
　　5、 负责策划团队的日常管理和业务培训、考核。

职位要求：
　　1大学本科及以上学历，广告、新闻、建筑、经济学等相关专业；
         2、有3年以上地产行业策划管理岗位任职经验；
　　3 优秀的沟通、协调、决策及操控能力，卓越的",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=78984218
项目经理（销售策划）,15-20万/年,14583.33,成都富力地产开发有限公司,上市公司,500-1000人,成都市顺城大街269号富力中心17楼,2694,1449,公共交通,1人 | 本科 | 5-7年工作经验,2016-12-26,"
						工作职责：
1.负责项目运作中具体的策划统筹及策划管理；协助项目经理跟进营销策划、监控工程进度、产品设计方案、现场推广布置、销售资料制作等。
2.对现场销售人员进行销售培训考核及指引，了解销售现场的状况，及时对于一些紧急的问题进行处理。
3.制定每月（周）促销计划、工作计划；制定每月推广费用的预算表及媒介安排，每周跟进平面广告的定稿及确定户外广告、电视、广播等制作；检查现场情况及确定现场推广布置方案；
4.与内部相关部门（工程设计部、物业公司）协调，推动售楼部、样板房等按要求交付使用。

任职资格：
1.35岁以下，统招大学本科以上学历，市场营销或房地产相关专业；
2.3年以上",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=53163809
市场策划总监,8000-9999/月,8999.5,成都金海盟珠宝首饰有限公司,民营公司,150-500人,成都市锦江区梨花街39号,3865,1643,公共交通,1人 | 学历不限 | 工作经验不限,2016-12-26,"
						岗位要求：
1、珠宝行业市场策划6年以上工作经验
2、市场营销管理领域4年以上岗位经验
3、熟悉大客户营销及由充足的大客户公关经历
4、能带领几十人以上的精英营销大团队等
5、积极开展行销活动，创造优秀业绩						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=76723961
高级策划经理,10000-14999/月,12499.5,成都日新伟业置业有限公司,民营公司,150-500人,成都市锦江区下东大街216号喜年广场44F,1372,1036,公共交通,1人 | 大专 | 5-7年工作经验,2016-12-26,"
						岗位职责：
主要负责公司策划线的综合管理、专业指导、项目监控、人员培训、市场研究等工作。

任职要求：
1、房地产策划6年以上工作经验。
2、有各类住宅和商业项目的前期顾问、后期营销操盘案例。
3、专业知识扎实，文案和语言表达能力强，有培训带教经验。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=80391745
招商运营策划师,6000-7999/月,6999.5,成都日新伟业置业有限公司,民营公司,150-500人,成都市锦江区下东大街216号喜年广场44F,1372,1036,公共交通,若干人 | 大专 | 工作经验不限,2016-12-26,"
						岗位要求：
1.大学专科以上学历，房地产、市场营销、工商管理、电子商务、公共关系等相关专业，具备商业地产招商运营策划的专业知识；
2.3年以上商业招商、运营管理的策划工作经验，熟悉国家和地方商业物业相关政策，熟悉招商运营和销售环节的项目定位、业态规划、形象包装、租金和价格制定、活动推广与媒体推广、渠道拓展等工作，有优秀项目操盘案例者优先；
3.具有较强的计划、组织、执行、沟通能力，善长文案写作、活动组织和市场调研，熟悉办公自动化软件操作。
岗位职责：
1.在策划总监和项目招商运营经理的管理下，负责项目日常招商和运营管理的策划执行，支持项目团队完成商家资源整合和月度招商",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=80094520
策划总监,10000-14999/月,12499.5,成都日新伟业置业有限公司,民营公司,150-500人,成都市锦江区下东大街216号喜年广场44F,1372,1036,公共交通,1人 | 学历不限 | 工作经验不限,2016-12-26,"
						岗位职责：
1、全面负责所属项目总体营销策略制定、方案与计划的制定与实施，管理和指导营销部门开展工作。
2、针对公司战略规划，配合上级领导，提供策略性意见与建议；编写全年营销计划和业绩目标。
3、负责市场研究等部门的工作监管，组织领导项目小组业务工作开展；
4、协调、指导市场研究部人员，针对客户需求，做好调研分析、调查报告等；
5、与策划部门人员协作拟定项目策划建议书、方案并进行沟通、执行；
6、主持各项目研讨会，提案会议等；
7、带领营销中心跟进新项目，并代表公司与客户做前期谈判，协调处理后期合作相关事宜；
8、组织营销中心学习讨论工作的不足，提升整体团队作战",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=77822761
