"('job_Name',)","('job_Wage',)","('job_AverWage',)","('company_Name',)","('company_Nature',)","('company_Scale',)","('company_Address',)","('company_Distance',)","('company_Duration',)","('company_Traffic',)","('job_PeopleNum',)","('job_Issue',)","('job_Article',)","('job_Link',)"
策划经理,6-8千/月,7000,四川沱牌舍得营销有限公司,民营公司,1000-5000人,成都市高新区环球中心E1单元11楼9号（地铁1号线锦城广场A出口对面）,13912,2950,公共交通,1人 | 学历不限 | 工作经验不限,2017-02-23,"
						岗位职责
1、负责协助总经理经理做好市场调研及策划工作。
2、负责公司广告、公关、促销活动的效果评估工作；
3、负责公司与广告、公关、促销活动有关的图片收集，新闻信息收集，并传递给品牌公关部用于宣传；负责月度、季度、年度优秀营销案例的收集、整理，并提交公司审定后，定期提交各销售区学习。
4、负责本部门培训资料的管理、销售百宝箱的完善和管理。

任职要求：
1、 市场营销、工商管理类本科及以上学历，精通市场营销策划、掌握品牌管理、渠道管理、价格管理等知识；
2、 五年以上快消行业市场营销策划经验，其中三年以上同类岗位工作经验，优秀的市场策划和方案撰写能力；
3、沟通表达能力强，组",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=79863566
营销策划经理,1-1.5万/月,12500,门里集团,民营公司,500-1000人,锦江区人民南路二段1号仁恒置地广场35层,4234,1528,公共交通,1人 | 本科 | 5-7年工作经验,2017-02-23,"
						1.负责所有项目营销策划全过程工作，根据营销策划方案拟定推广计划；
2.参与各项目策划相关协调、沟通等工作；
3.负责对执行策划师、策划助理的专业指导及监督执行工作；
4.负责制定项目组任务，并分配任务到人。协助并指导策划师、平面设计师完成项目包装以及各项设计、制作和发布工作；
5. 负责召集、组织并主持项目的例行和临时工作会议。同时，负责保持与相关配合单位的日常联系；
6.负责组织公司的营销和广告策划、广告创意、广告设计方案会议；
7.负责项目宣传工作中的相关安排和协调工作，包括安排接受媒体采访计划；
8.市场信息搜集，整理，分析。竞争对手情况信息收集，分析，消费者行为分析，",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82034500
策划经理/主管,,,成都华宇业瑞房地产开发有限公司,民营公司,500-1000人,成都市武侯区人民南路四段北12号华宇蓉国府写字楼21楼,7244,2050,公共交通,1人 | 大专 | 工作经验不限,2017-02-23,"
						任职要求：
1、25岁至35岁之间，经验丰富、能力出众者可适当放宽要求
2、市场营销、房地产经营管理等相关专业本科及以上学历
3、3年以上市场、销售相关工作经验，1年以上房地产行业同岗位工作经验
4、具有企业管理、市场营销、房地产营销管理、房地产市场策划、广告策划等相关专业知识
5、对房地产行业、客户和媒体具有较深理解，具备先进的营销理念，有较强的市场分析和应变能力
6、良好的沟通交往能力，敏锐的市场洞察力及市场开拓能力，组织协调能力强，具备团队管理能力						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=43817574
市场策划主管,6-8千/月,7000,成都业之峰装饰工程有限责任公司,民营公司,500-1000人,成都市青羊区正府街2号丝绸综合大楼,3634,1754,公共交通,1人 | 学历不限 | 工作经验不限,2017-02-23,"
						1、负责公司产品品牌形象策划以及品牌管理
2、负责制订营销策划方案和销售计划，负责营销活动的策划、组织以及实施
3、收集有关行业的信息，掌握市场动态，分析销售和市场发展状况，提出书面
报告及针对性意见						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85693754
招商策划,6-8千/月,7000,中农现代投资股份有限公司,民营公司,500-1000人,成华区双庆路10号华润大厦,3871,1659,公共交通,2人 | 大专 | 工作经验不限,2017-02-23,"
						岗位职责：
    1.负责与参与项目前期市场调研与策划，完成项目提案工作；
　　2.完成招商所需的材料，包括制订项目发展规划与招商执行计划，负责公司项目的招商策划工作，制作招商策划书等；
　　3.能够独立带领团队完成商业地产项目定位以及相关招商内容规划、营销策略方案，拟定相应的招商工作计划表；
　　4.参与项目的商业规划、布局，确保拟定入住商家的准确落位；　
　　5.根据招商需要制定相应的媒体计划。
任职要求：
      1.本科以上学历，房地产、中文、经济、城市规划、市场营销等相关专业毕业；　　
　　2.具有两年以上房地产策划工作经验，最好做过商业地产策划",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85180301
策划总监,0.5-1万/月,7500,成都精诚以诺科技有限公司,民营公司,500-1000人,成都高新区天府软件园G4区1001,15352,3104,公共交通,1人 | 本科 | 5-7年工作经验,2017-02-23,"
						岗位描述：
1、具有良好的客户沟通协调、计划、谈判技巧，能够把握项目进程与流程；
2、深入研究客户需求，负责项目各阶段的策划与市场调研工作，协同业务部及业务人员完成各类营销策划及实施方案；
3、撰写业务推广的软文、广告、项目策划案；
4、完成品牌及其产品策划指标；
5、负责对业务人员项目策划及谈判方面指导和培训；良好的团队激励能力、良好的组织协调能力和综合管理能力；
6、持续分析产品营销的市场动态，为项目策划和公司发展提出策略思路，协助业务健康扩展；

 任职资格：
1、年龄25~45岁之间
2、本科以上学历，企业管理、市场营销、策划设计、广告、新闻、媒体传播等专业
3、工作经",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85897743
策划推广,6-8千/月,7000,四川金投金融电子服务股份有限公司,民营公司,1000-5000人,金牛区蜀西路42号,13632,3413,公共交通,1人 | 本科 | 工作经验不限,2017-02-23,"
						岗位职责：
1、	根据公司业务产品(包括app和微信公众号)推广需要，拓展推广合作渠道，并不断优化和开拓新的推广渠道，通过各种方式最大化获取外部资源（优质的品牌/商家）支持；
2、	根据公司业务产品的规划、市场的节奏、传播趋势和热点，撰写活动策划推广方案，及时、有效的提供给各推广渠道合作支持；
3、	推广渠道关系梳理及维护，建立维护全面的推广渠道档案库、资料库、资源池；
4、	推广渠道数据监控和反馈跟踪，对推广数据进行分析，有针对性调整推广策略。

岗位要求:
1、	本科及以上学历，市场营销、广告、新闻学与传播等相关专业；
2、	在成熟型金融、保险类等移动应用平台任职渠道拓展策",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82174235
市场策划经理,6-8千/月,7000,四川铁骑力士实业有限公司,民营公司,500-1000人,四川省成都市锦江区下东大街216号（喜年广场45楼）,1456,1092,公共交通,3人 | 学历不限 | 工作经验不限,2017-02-23,"
						岗位职责：
1、专业人员职位，在上级的领导和监督下定期完成量化的工作要求，并能独立处理和解决所负责的任务；
2、协助上级管理、协调市场，跟踪并监察各项市场营销计划的执行；
3、协助对公司产品的市场调研活动；
4、负责公司的广告定期制作及宣传工作；
5、收集市场同行业信息，参与策划有关公司产品的发布、展会等活动。
任职资格：
1、大专以上学历，营销、管理类专业为佳；
2、熟悉_饲料,食品行业，有销售和管理经验者优先；
3、具备思维活跃、有积极进取的精神及接受挑战的性格。

工作地点：
1.  西南区（四川、重庆、昆明）；
2.  西北区（陕西、甘肃、宁夏）",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=81182317
电商部市场策划总监,0.8-1万/月,9000,成都蜀秀商贸有限公司,民营公司,1000-5000人,成都市成华区双荆路2号招商雍华府2期16栋13楼,10061,2732,公共交通,1人 | 大专 | 3-4年工作经验,2017-02-23,"
						岗位职责：
1、 全面负责公司电商部营销策划工作，参与公司重大经营决策，组织制定电商部营销发展战略；
2、组织收集市场信息、客户反馈信息、竞争对手战略分析等；
3、负责电商部整体市场规划、市场调研与销售预测、网络建设、品牌建设，重要客户管理，严格控制各项费用及成本；
4、负责电商部的整体运营指导，包括在线宣传推广、活动策划及日常运营；
6、分析把握最终用户及合作伙伴的需求，整理分析运营的各项数据，及时撰写网站运营分析报告，并提出合理化建议。
5、建立并不断优化运营流程，人才梯队的建设及管理培养；

任职要求：
1、精通淘宝、天猫、京东、苏宁、阿里巴巴等网络交易平",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=80384415
文旅项目公司-成都万达城筹建组-营销部-营销策划专员,,,文旅项目公司,,,,12147,2678,公共交通,9人 | 学历不限 | 工作经验不限,2017-02-23,"
						1.	负责与广告公司对接策划、平面、文案及相关工作, 与全案广告公司讨论广告内容和版面设计; 并负责联系常规媒体单位, 收集、编撰并提供项目基本文字资料, 提供媒体单位各类项目资料及实施各类发布工作；
2.	参与项目阶段推广计划及方案的制定, 根据审批后的推广方案及计划全面实施推广工作。根据部门经理制定的广告策划战略, 负责项具体业务的执行情况, 保证各项广告业务的执行符合部门提出的开展策略；
3.	安排、督促、并审查广告公司提交的平面及文案稿件, 并负责提交律师单位及报审公司各部门领导审核; 负责完稿的提供及监督发布；
4.	负责项目内刊的编辑及内容的初审及方向确定, ",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=69305504
资深活动策划专员/活动策划专员,0.6-1万/月,8000,超凡网,上市公司,500-1000人,成都高新区太平洋保险金融大厦9层,5121,2007,公共交通,1人 | 学历不限 | 2年工作经验,2017-02-23,"
						岗位职责：
1.负责公司各类会议活动的策划、执行工作。
2.撰写具体的活动执行方案， 完成各项活动项目的前期跟进、中期执行与项目后期制作等工作。
3.负责协调各业务部门，参与活动现场管理，解决突发问题，传达活动信息。
4.监督活动执行并及时反馈，负责活动中各类文件、数据和照片的整理汇总，生成报表报告。
任职要求：
1.大专以上学历，年龄不限，相关工作经验1年以上，专业不限。
2.熟悉会议活动整体流程，具有相关执行经验。
3.要求较强团队配合能力及组织协调能力。
4.可以接受经常出差。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85975625
